Date,Price,Date_From,Date_To
2016-11-21,3.78,2017-03-31,2017-04-28
2016-11-21,8.77,2016-11-25,2016-12-16
2016-11-21,8.77,2016-11-25,2016-12-23
2016-11-21,8.77,2016-12-02,2016-12-23
2016-11-21,8.77,2016-12-02,2016-12-30
2016-11-21,8.77,2016-12-09,2016-12-30
2016-11-21,8.77,2016-12-09,2017-01-06
2016-11-21,8.77,2016-12-16,2017-01-06
2016-11-21,8.77,2016-12-16,2017-01-13
2016-11-21,13.03,2016-12-23,2017-01-13
2016-11-21,13.03,2016-12-30,2017-01-20
2016-11-21,14.16,2016-12-23,2017-01-20
2016-11-21,14.16,2016-12-30,2017-01-27
2016-11-21,17.14,2017-08-25,2017-09-15
2016-11-21,17.14,2017-08-25,2017-09-22
2016-11-21,17.14,2017-09-01,2017-09-22
2016-11-21,17.14,2017-09-01,2017-09-29
2016-11-21,17.14,2017-09-08,2017-09-29
2016-11-21,17.14,2017-09-08,2017-10-06
2016-11-21,17.14,2017-09-15,2017-10-06
2016-11-21,17.14,2017-09-15,2017-10-13
2016-11-21,17.14,2017-09-22,2017-10-13
2016-11-21,17.14,2017-09-22,2017-10-20
2016-11-21,17.14,2017-09-29,2017-10-20
2016-11-21,17.14,2017-09-29,2017-10-27
2016-11-21,19.27,2017-04-07,2017-04-28
2016-11-21,19.27,2017-04-14,2017-05-05
2016-11-21,19.71,2017-04-21,2017-05-12
2016-11-21,19.71,2017-04-21,2017-05-19
2016-11-21,19.71,2017-04-28,2017-05-19
2016-11-21,19.71,2017-04-28,2017-05-26
2016-11-21,19.71,2017-05-05,2017-05-26
2016-11-21,19.71,2017-05-05,2017-06-02
2016-11-21,19.71,2017-05-12,2017-06-09
2016-11-21,19.71,2017-05-19,2017-06-09
2016-11-21,19.71,2017-05-19,2017-06-16
2016-11-21,19.71,2017-05-26,2017-06-16
2016-11-21,19.71,2017-05-26,2017-06-23
2016-11-21,19.71,2017-06-02,2017-06-23
2016-11-21,19.71,2017-06-02,2017-06-30
2016-11-21,19.71,2017-06-09,2017-06-30
2016-11-21,19.71,2017-06-09,2017-07-07
2016-11-21,19.71,2017-06-16,2017-07-07
2016-11-21,19.71,2017-06-16,2017-07-14
2016-11-21,19.71,2017-06-23,2017-07-14
2016-11-21,19.71,2017-06-23,2017-07-21
2016-11-21,19.71,2017-06-30,2017-07-21
2016-11-21,19.71,2017-06-30,2017-07-28
2016-11-21,20.95,2017-04-07,2017-05-05
2016-11-21,20.95,2017-04-14,2017-05-12
2016-11-21,23.54,2017-07-07,2017-07-28
2016-11-21,23.54,2017-07-07,2017-08-04
2016-11-21,23.54,2017-07-14,2017-08-04
2016-11-21,23.54,2017-07-14,2017-08-11
2016-11-21,23.54,2017-07-21,2017-08-11
2016-11-21,23.54,2017-07-21,2017-08-18
2016-11-21,23.54,2017-07-28,2017-08-18
2016-11-21,23.54,2017-07-28,2017-08-25
2016-11-21,23.54,2017-08-04,2017-08-25
2016-11-21,23.54,2017-08-04,2017-09-01
2016-11-21,23.54,2017-08-11,2017-09-01
2016-11-21,23.54,2017-08-11,2017-09-08
2016-11-21,23.54,2017-08-18,2017-09-08
2016-11-21,23.54,2017-08-18,2017-09-15
2016-11-21,3.48,2017-01-06,2017-01-27
2016-11-21,3.48,2017-01-13,2017-02-03
2016-11-21,3.48,2017-01-20,2017-02-10
2016-11-21,3.48,2017-01-27,2017-02-17
2016-11-21,3.48,2017-02-03,2017-02-24
2016-11-21,3.48,2017-02-10,2017-03-03
2016-11-21,3.48,2017-02-17,2017-03-10
2016-11-21,3.48,2017-02-24,2017-03-17
2016-11-21,3.48,2017-03-03,2017-03-24
2016-11-21,3.48,2017-03-10,2017-03-31
2016-11-21,3.48,2017-03-17,2017-04-07
2016-11-21,3.48,2017-03-24,2017-04-14
2016-11-21,3.48,2017-03-31,2017-04-21
2016-11-21,3.78,2017-01-06,2017-02-03
2016-11-21,3.78,2017-01-13,2017-02-10
2016-11-21,3.78,2017-01-20,2017-02-17
2016-11-21,3.78,2017-01-27,2017-02-24
2016-11-21,3.78,2017-02-03,2017-03-03
2016-11-21,3.78,2017-02-10,2017-03-10
2016-11-21,3.78,2017-02-17,2017-03-17
2016-11-21,3.78,2017-02-24,2017-03-24
2016-11-21,3.78,2017-03-03,2017-03-31
2016-11-21,3.78,2017-03-10,2017-04-07
2016-11-21,3.78,2017-03-17,2017-04-14
2016-11-21,3.78,2017-03-24,2017-04-21
2016-11-21,3.78,2017-03-31,2017-04-28
2016-11-21,8.77,2016-11-25,2016-12-16
2016-11-21,8.77,2016-11-25,2016-12-23
2016-11-21,8.77,2016-12-02,2016-12-23
2016-11-21,8.77,2016-12-02,2016-12-30
2016-11-21,8.77,2016-12-09,2016-12-30
2016-11-21,8.77,2016-12-09,2017-01-06
2016-11-21,8.77,2016-12-16,2017-01-06
2016-11-21,8.77,2016-12-16,2017-01-13
2016-11-21,13.03,2016-12-23,2017-01-13
2016-11-21,13.03,2016-12-30,2017-01-20
2016-11-21,14.16,2016-12-23,2017-01-20
2016-11-21,14.16,2016-12-30,2017-01-27
2016-11-21,17.14,2017-08-25,2017-09-15
2016-11-21,17.14,2017-08-25,2017-09-22
2016-11-21,17.14,2017-09-01,2017-09-22
2016-11-21,17.14,2017-09-01,2017-09-29
2016-11-21,17.14,2017-09-08,2017-09-29
2016-11-21,17.14,2017-09-08,2017-10-06
2016-11-21,17.14,2017-09-15,2017-10-06
2016-11-21,17.14,2017-09-15,2017-10-13
2016-11-21,17.14,2017-09-22,2017-10-13
2016-11-21,17.14,2017-09-22,2017-10-20
2016-11-21,17.14,2017-09-29,2017-10-20
2016-11-21,17.14,2017-09-29,2017-10-27
2016-11-21,19.27,2017-04-07,2017-04-28
2016-11-21,19.27,2017-04-14,2017-05-05
2016-11-21,19.71,2017-04-21,2017-05-12
2016-11-21,19.71,2017-04-21,2017-05-19
2016-11-21,19.71,2017-04-28,2017-05-19
2016-11-21,19.71,2017-04-28,2017-05-26
2016-11-21,19.71,2017-05-05,2017-05-26
2016-11-21,19.71,2017-05-05,2017-06-02
2016-11-21,19.71,2017-05-12,2017-06-02
2016-11-21,19.71,2017-05-12,2017-06-09
2016-11-21,19.71,2017-05-19,2017-06-09
2016-11-21,19.71,2017-05-19,2017-06-16
2016-11-21,19.71,2017-05-26,2017-06-16
2016-11-21,19.71,2017-05-26,2017-06-23
2016-11-21,19.71,2017-06-02,2017-06-23
2016-11-21,19.71,2017-06-02,2017-06-30
2016-11-21,19.71,2017-06-09,2017-06-30
2016-11-21,19.71,2017-06-09,2017-07-07
2016-11-21,19.71,2017-06-16,2017-07-07
2016-11-21,19.71,2017-06-16,2017-07-14
2016-11-21,19.71,2017-06-23,2017-07-14
2016-11-21,19.71,2017-06-23,2017-07-21
2016-11-21,19.71,2017-06-30,2017-07-21
2016-11-21,19.71,2017-06-30,2017-07-28
2016-11-21,20.95,2017-04-07,2017-05-05
2016-11-21,20.95,2017-04-14,2017-05-12
2016-11-21,23.54,2017-07-07,2017-07-28
2016-11-21,23.54,2017-07-07,2017-08-04
2016-11-21,23.54,2017-07-14,2017-08-04
2016-11-21,23.54,2017-07-14,2017-08-11
2016-11-21,23.54,2017-07-21,2017-08-11
2016-11-21,23.54,2017-07-21,2017-08-18
2016-11-21,23.54,2017-07-28,2017-08-18
2016-11-21,23.54,2017-07-28,2017-08-25
2016-11-21,23.54,2017-08-04,2017-08-25
2016-11-21,23.54,2017-08-04,2017-09-01
2016-11-21,23.54,2017-08-11,2017-09-01
2016-11-21,23.54,2017-08-11,2017-09-08
2016-11-21,23.54,2017-08-18,2017-09-08
2016-11-21,23.54,2017-08-18,2017-09-15
2016-11-22,3.48,2017-01-06,2017-01-27
2016-11-22,3.48,2017-01-13,2017-02-03
2016-11-22,3.48,2017-01-20,2017-02-10
2016-11-22,3.48,2017-01-27,2017-02-17
2016-11-22,3.48,2017-02-03,2017-02-24
2016-11-22,3.48,2017-02-10,2017-03-03
2016-11-22,3.48,2017-02-17,2017-03-10
2016-11-22,3.48,2017-02-24,2017-03-17
2016-11-22,3.48,2017-03-03,2017-03-24
2016-11-22,3.48,2017-03-10,2017-03-31
2016-11-22,3.48,2017-03-17,2017-04-07
2016-11-22,3.48,2017-03-24,2017-04-14
2016-11-22,3.48,2017-03-31,2017-04-21
2016-11-22,3.78,2017-01-06,2017-02-03
2016-11-22,3.78,2017-01-13,2017-02-10
2016-11-22,3.78,2017-01-20,2017-02-17
2016-11-22,3.78,2017-01-27,2017-02-24
2016-11-22,3.78,2017-02-03,2017-03-03
2016-11-22,3.78,2017-02-10,2017-03-10
2016-11-22,3.78,2017-02-17,2017-03-17
2016-11-22,3.78,2017-02-24,2017-03-24
2016-11-22,3.78,2017-03-03,2017-03-31
2016-11-22,3.78,2017-03-10,2017-04-07
2016-11-22,3.78,2017-03-17,2017-04-14
2016-11-22,3.78,2017-03-24,2017-04-21
2016-11-22,3.78,2017-03-31,2017-04-28
2016-11-22,8.77,2016-11-25,2016-12-16
2016-11-22,8.77,2016-11-25,2016-12-23
2016-11-22,8.77,2016-12-02,2016-12-23
2016-11-22,8.77,2016-12-02,2016-12-30
2016-11-22,8.77,2016-12-09,2016-12-30
2016-11-22,8.77,2016-12-09,2017-01-06
2016-11-22,8.77,2016-12-16,2017-01-06
2016-11-22,8.77,2016-12-16,2017-01-13
2016-11-22,13.03,2016-12-23,2017-01-13
2016-11-22,13.03,2016-12-30,2017-01-20
2016-11-22,14.16,2016-12-23,2017-01-20
2016-11-22,14.16,2016-12-30,2017-01-27
2016-11-22,17.14,2017-08-25,2017-09-15
2016-11-22,17.14,2017-08-25,2017-09-22
2016-11-22,17.14,2017-09-01,2017-09-22
2016-11-22,17.14,2017-09-01,2017-09-29
2016-11-22,17.14,2017-09-08,2017-09-29
2016-11-22,17.14,2017-09-08,2017-10-06
2016-11-22,17.14,2017-09-15,2017-10-06
2016-11-22,17.14,2017-09-15,2017-10-13
2016-11-22,17.14,2017-09-22,2017-10-13
2016-11-22,17.14,2017-09-22,2017-10-20
2016-11-22,17.14,2017-09-29,2017-10-20
2016-11-22,17.14,2017-09-29,2017-10-27
2016-11-22,19.27,2017-04-07,2017-04-28
2016-11-22,19.27,2017-04-14,2017-05-05
2016-11-22,19.71,2017-04-21,2017-05-12
2016-11-22,19.71,2017-04-21,2017-05-19
2016-11-22,19.71,2017-04-28,2017-05-19
2016-11-22,19.71,2017-04-28,2017-05-26
2016-11-22,19.71,2017-05-05,2017-05-26
2016-11-22,19.71,2017-05-05,2017-06-02
2016-11-22,19.71,2017-05-12,2017-06-02
2016-11-22,19.71,2017-05-12,2017-06-09
2016-11-22,19.71,2017-05-19,2017-06-09
2016-11-22,19.71,2017-05-19,2017-06-16
2016-11-22,19.71,2017-05-26,2017-06-16
2016-11-22,19.71,2017-05-26,2017-06-23
2016-11-22,19.71,2017-06-02,2017-06-23
2016-11-22,19.71,2017-06-02,2017-06-30
2016-11-22,19.71,2017-06-09,2017-06-30
2016-11-22,19.71,2017-06-09,2017-07-07
2016-11-22,19.71,2017-06-16,2017-07-07
2016-11-22,19.71,2017-06-16,2017-07-14
2016-11-22,19.71,2017-06-23,2017-07-14
2016-11-22,19.71,2017-06-23,2017-07-21
2016-11-22,19.71,2017-06-30,2017-07-21
2016-11-22,19.71,2017-06-30,2017-07-28
2016-11-22,20.95,2017-04-07,2017-05-05
2016-11-22,20.95,2017-04-14,2017-05-12
2016-11-22,23.54,2017-07-07,2017-07-28
2016-11-22,23.54,2017-07-07,2017-08-04
2016-11-22,23.54,2017-07-14,2017-08-04
2016-11-22,23.54,2017-07-14,2017-08-11
2016-11-22,23.54,2017-07-21,2017-08-11
2016-11-22,23.54,2017-07-21,2017-08-18
2016-11-22,23.54,2017-07-28,2017-08-18
2016-11-22,23.54,2017-07-28,2017-08-25
2016-11-22,23.54,2017-08-04,2017-08-25
2016-11-22,23.54,2017-08-04,2017-09-01
2016-11-22,23.54,2017-08-11,2017-09-01
2016-11-22,23.54,2017-08-18,2017-09-08
2016-11-22,23.54,2017-08-18,2017-09-15
2016-11-22,3.48,2017-01-06,2017-01-27
2016-11-22,3.48,2017-01-13,2017-02-03
2016-11-22,3.48,2017-01-20,2017-02-10
2016-11-22,3.48,2017-01-27,2017-02-17
2016-11-22,3.48,2017-02-03,2017-02-24
2016-11-22,3.48,2017-02-10,2017-03-03
2016-11-22,3.48,2017-02-17,2017-03-10
2016-11-22,3.48,2017-02-24,2017-03-17
2016-11-22,3.48,2017-03-03,2017-03-24
2016-11-22,3.48,2017-03-10,2017-03-31
2016-11-22,3.48,2017-03-17,2017-04-07
2016-11-22,3.48,2017-03-24,2017-04-14
2016-11-22,3.48,2017-03-31,2017-04-21
2016-11-22,3.78,2017-01-06,2017-02-03
2016-11-22,3.78,2017-01-13,2017-02-10
2016-11-22,3.78,2017-01-20,2017-02-17
2016-11-22,3.78,2017-01-27,2017-02-24
2016-11-22,3.78,2017-02-03,2017-03-03
2016-11-22,3.78,2017-02-10,2017-03-10
2016-11-22,3.78,2017-02-17,2017-03-17
2016-11-22,3.78,2017-02-24,2017-03-24
2016-11-22,3.78,2017-03-03,2017-03-31
2016-11-22,3.78,2017-03-10,2017-04-07
2016-11-22,3.78,2017-03-17,2017-04-14
2016-11-22,3.78,2017-03-24,2017-04-21
2016-11-22,3.78,2017-03-31,2017-04-28
2016-11-22,8.77,2016-11-25,2016-12-16
2016-11-22,8.77,2016-11-25,2016-12-23
2016-11-22,8.77,2016-12-02,2016-12-23
2016-11-22,8.77,2016-12-02,2016-12-30
2016-11-22,8.77,2016-12-09,2016-12-30
2016-11-22,8.77,2016-12-09,2017-01-06
2016-11-22,8.77,2016-12-16,2017-01-06
2016-11-22,8.77,2016-12-16,2017-01-13
2016-11-22,13.03,2016-12-23,2017-01-13
2016-11-22,13.03,2016-12-30,2017-01-20
2016-11-22,14.16,2016-12-23,2017-01-20
2016-11-22,14.16,2016-12-30,2017-01-27
2016-11-22,17.14,2017-08-25,2017-09-15
2016-11-22,17.14,2017-08-25,2017-09-22
2016-11-22,17.14,2017-09-01,2017-09-22
2016-11-22,17.14,2017-09-01,2017-09-29
2016-11-22,17.14,2017-09-08,2017-09-29
2016-11-22,17.14,2017-09-08,2017-10-06
2016-11-22,17.14,2017-09-15,2017-10-06
2016-11-22,17.14,2017-09-15,2017-10-13
2016-11-22,17.14,2017-09-22,2017-10-13
2016-11-22,17.14,2017-09-22,2017-10-20
2016-11-22,17.14,2017-09-29,2017-10-20
2016-11-22,17.14,2017-09-29,2017-10-27
2016-11-22,19.27,2017-04-07,2017-04-28
2016-11-22,19.27,2017-04-14,2017-05-05
2016-11-22,19.71,2017-04-21,2017-05-12
2016-11-22,19.71,2017-04-21,2017-05-19
2016-11-22,19.71,2017-04-28,2017-05-19
2016-11-22,19.71,2017-04-28,2017-05-26
2016-11-22,19.71,2017-05-05,2017-05-26
2016-11-22,19.71,2017-05-05,2017-06-02
2016-11-22,19.71,2017-05-12,2017-06-02
2016-11-22,19.71,2017-05-12,2017-06-09
2016-11-22,19.71,2017-05-19,2017-06-09
2016-11-22,19.71,2017-05-19,2017-06-16
2016-11-22,19.71,2017-05-26,2017-06-16
2016-11-22,19.71,2017-05-26,2017-06-23
2016-11-22,19.71,2017-06-02,2017-06-23
2016-11-22,19.71,2017-06-02,2017-06-30
2016-11-22,19.71,2017-06-09,2017-06-30
2016-11-22,19.71,2017-06-09,2017-07-07
2016-11-22,19.71,2017-06-16,2017-07-07
2016-11-22,19.71,2017-06-16,2017-07-14
2016-11-22,19.71,2017-06-23,2017-07-14
2016-11-22,19.71,2017-06-23,2017-07-21
2016-11-22,19.71,2017-06-30,2017-07-21
2016-11-22,19.71,2017-06-30,2017-07-28
2016-11-22,20.95,2017-04-07,2017-05-05
2016-11-22,20.95,2017-04-14,2017-05-12
2016-11-22,23.54,2017-07-07,2017-07-28
2016-11-22,23.54,2017-07-07,2017-08-04
2016-11-22,23.54,2017-07-14,2017-08-04
2016-11-22,23.54,2017-07-14,2017-08-11
2016-11-22,23.54,2017-07-21,2017-08-11
2016-11-22,23.54,2017-07-21,2017-08-18
2016-11-22,23.54,2017-07-28,2017-08-18
2016-11-22,23.54,2017-07-28,2017-08-25
2016-11-22,23.54,2017-08-04,2017-08-25
2016-11-22,23.54,2017-08-04,2017-09-01
2016-11-22,23.54,2017-08-11,2017-09-01
2016-11-22,23.54,2017-08-11,2017-09-08
2016-11-22,23.54,2017-08-18,2017-09-08
2016-11-22,23.54,2017-08-18,2017-09-15
2016-11-22,3.48,2017-01-06,2017-01-27
2016-11-22,3.48,2017-01-13,2017-02-03
2016-11-22,3.48,2017-01-20,2017-02-10
2016-11-22,3.48,2017-01-27,2017-02-17
2016-11-22,3.48,2017-02-03,2017-02-24
2016-11-22,3.48,2017-02-10,2017-03-03
2016-11-22,3.48,2017-02-17,2017-03-10
2016-11-22,3.48,2017-02-24,2017-03-17
2016-11-22,3.48,2017-03-03,2017-03-24
2016-11-22,3.48,2017-03-10,2017-03-31
2016-11-22,3.48,2017-03-17,2017-04-07
2016-11-22,3.48,2017-03-24,2017-04-14
2016-11-22,3.48,2017-03-31,2017-04-21
2016-11-22,3.78,2017-01-06,2017-02-03
2016-11-22,3.78,2017-01-13,2017-02-10
2016-11-22,3.78,2017-01-20,2017-02-17
2016-11-22,3.78,2017-01-27,2017-02-24
2016-11-22,3.78,2017-02-03,2017-03-03
2016-11-22,3.78,2017-02-10,2017-03-10
2016-11-22,3.78,2017-02-17,2017-03-17
2016-11-22,3.78,2017-02-24,2017-03-24
2016-11-22,3.78,2017-03-03,2017-03-31
2016-11-22,3.78,2017-03-10,2017-04-07
2016-11-22,3.78,2017-03-17,2017-04-14
2016-11-22,3.78,2017-03-24,2017-04-21
2016-11-22,3.78,2017-03-31,2017-04-28
2016-11-22,8.77,2016-11-25,2016-12-23
2016-11-22,8.77,2016-12-02,2016-12-23
2016-11-22,8.77,2016-12-02,2016-12-30
2016-11-22,8.77,2016-12-09,2016-12-30
2016-11-22,8.77,2016-12-09,2017-01-06
2016-11-22,8.77,2016-12-16,2017-01-06
2016-11-22,8.77,2016-12-16,2017-01-13
2016-11-22,13.03,2016-12-23,2017-01-13
2016-11-22,13.03,2016-12-30,2017-01-20
2016-11-22,14.16,2016-12-23,2017-01-20
2016-11-22,14.16,2016-12-30,2017-01-27
2016-11-22,17.14,2017-08-25,2017-09-15
2016-11-22,17.14,2017-08-25,2017-09-22
2016-11-22,17.14,2017-09-01,2017-09-22
2016-11-22,17.14,2017-09-01,2017-09-29
2016-11-22,17.14,2017-09-08,2017-09-29
2016-11-22,17.14,2017-09-08,2017-10-06
2016-11-22,17.14,2017-09-15,2017-10-06
2016-11-22,17.14,2017-09-15,2017-10-13
2016-11-22,17.14,2017-09-22,2017-10-13
2016-11-22,17.14,2017-09-22,2017-10-20
2016-11-22,17.14,2017-09-29,2017-10-20
2016-11-22,17.14,2017-09-29,2017-10-27
2016-11-22,19.27,2017-04-07,2017-04-28
2016-11-22,19.27,2017-04-14,2017-05-05
2016-11-22,19.71,2017-04-21,2017-05-12
2016-11-22,19.71,2017-04-21,2017-05-19
2016-11-22,19.71,2017-04-28,2017-05-19
2016-11-22,19.71,2017-04-28,2017-05-26
2016-11-22,19.71,2017-05-05,2017-05-26
2016-11-22,19.71,2017-05-05,2017-06-02
2016-11-22,19.71,2017-05-12,2017-06-02
2016-11-22,19.71,2017-05-12,2017-06-09
2016-11-22,19.71,2017-05-19,2017-06-09
2016-11-22,19.71,2017-05-19,2017-06-16
2016-11-22,19.71,2017-05-26,2017-06-16
2016-11-22,19.71,2017-05-26,2017-06-23
2016-11-22,19.71,2017-06-02,2017-06-23
2016-11-22,19.71,2017-06-02,2017-06-30
2016-11-22,19.71,2017-06-09,2017-06-30
2016-11-22,19.71,2017-06-09,2017-07-07
2016-11-22,19.71,2017-06-16,2017-07-07
2016-11-22,19.71,2017-06-16,2017-07-14
2016-11-22,19.71,2017-06-23,2017-07-14
2016-11-22,19.71,2017-06-23,2017-07-21
2016-11-22,19.71,2017-06-30,2017-07-21
2016-11-22,19.71,2017-06-30,2017-07-28
2016-11-22,20.95,2017-04-07,2017-05-05
2016-11-22,20.95,2017-04-14,2017-05-12
2016-11-22,23.54,2017-07-07,2017-07-28
2016-11-22,23.54,2017-07-07,2017-08-04
2016-11-22,23.54,2017-07-14,2017-08-04
2016-11-22,23.54,2017-07-14,2017-08-11
2016-11-22,23.54,2017-07-21,2017-08-11
2016-11-22,23.54,2017-07-21,2017-08-18
2016-11-22,23.54,2017-07-28,2017-08-18
2016-11-22,23.54,2017-07-28,2017-08-25
2016-11-22,23.54,2017-08-04,2017-08-25
2016-11-22,23.54,2017-08-04,2017-09-01
2016-11-22,23.54,2017-08-11,2017-09-01
2016-11-22,23.54,2017-08-11,2017-09-08
2016-11-22,23.54,2017-08-18,2017-09-08
2016-11-22,23.54,2017-08-18,2017-09-15
2016-11-22,3.48,2017-01-06,2017-01-27
2016-11-22,3.48,2017-01-13,2017-02-03
2016-11-22,3.48,2017-01-20,2017-02-10
2016-11-22,3.48,2017-01-27,2017-02-17
2016-11-22,3.48,2017-02-03,2017-02-24
2016-11-22,3.48,2017-02-10,2017-03-03
2016-11-22,3.48,2017-02-17,2017-03-10
2016-11-22,3.48,2017-02-24,2017-03-17
2016-11-22,3.48,2017-03-03,2017-03-24
2016-11-22,3.48,2017-03-10,2017-03-31
2016-11-22,3.48,2017-03-17,2017-04-07
2016-11-22,3.48,2017-03-24,2017-04-14
2016-11-22,3.48,2017-03-31,2017-04-21
2016-11-22,3.78,2017-01-06,2017-02-03
2016-11-22,3.78,2017-01-13,2017-02-10
2016-11-22,3.78,2017-01-20,2017-02-17
2016-11-22,3.78,2017-01-27,2017-02-24
2016-11-22,3.78,2017-02-03,2017-03-03
2016-11-22,3.78,2017-02-10,2017-03-10
2016-11-22,3.78,2017-02-17,2017-03-17
2016-11-22,3.78,2017-02-24,2017-03-24
2016-11-22,3.78,2017-03-03,2017-03-31
2016-11-22,3.78,2017-03-10,2017-04-07
2016-11-22,3.78,2017-03-17,2017-04-14
2016-11-22,3.78,2017-03-24,2017-04-21
2016-11-22,3.78,2017-03-31,2017-04-28
2016-11-22,8.77,2016-11-25,2016-12-16
2016-11-22,8.77,2016-11-25,2016-12-23
2016-11-22,8.77,2016-12-02,2016-12-23
2016-11-22,8.77,2016-12-02,2016-12-30
2016-11-22,8.77,2016-12-09,2016-12-30
2016-11-22,8.77,2016-12-09,2017-01-06
2016-11-22,8.77,2016-12-16,2017-01-06
2016-11-22,8.77,2016-12-16,2017-01-13
2016-11-22,13.03,2016-12-23,2017-01-13
2016-11-22,13.03,2016-12-30,2017-01-20
2016-11-22,14.16,2016-12-23,2017-01-20
2016-11-22,14.16,2016-12-30,2017-01-27
2016-11-22,17.14,2017-08-25,2017-09-15
2016-11-22,17.14,2017-08-25,2017-09-22
2016-11-22,17.14,2017-09-01,2017-09-22
2016-11-22,17.14,2017-09-01,2017-09-29
2016-11-22,17.14,2017-09-08,2017-09-29
2016-11-22,17.14,2017-09-08,2017-10-06
2016-11-22,17.14,2017-09-15,2017-10-06
2016-11-22,17.14,2017-09-15,2017-10-13
2016-11-22,17.14,2017-09-22,2017-10-13
2016-11-22,17.14,2017-09-22,2017-10-20
2016-11-22,17.14,2017-09-29,2017-10-20
2016-11-22,17.14,2017-09-29,2017-10-27
2016-11-22,19.27,2017-04-07,2017-04-28
2016-11-22,19.27,2017-04-14,2017-05-05
2016-11-22,19.71,2017-04-21,2017-05-12
2016-11-22,19.71,2017-04-21,2017-05-19
2016-11-22,19.71,2017-04-28,2017-05-19
2016-11-22,19.71,2017-04-28,2017-05-26
2016-11-22,19.71,2017-05-05,2017-05-26
2016-11-22,19.71,2017-05-05,2017-06-02
2016-11-22,19.71,2017-05-12,2017-06-02
2016-11-22,19.71,2017-05-12,2017-06-09
2016-11-22,19.71,2017-05-19,2017-06-09
2016-11-22,19.71,2017-05-19,2017-06-16
2016-11-22,19.71,2017-05-26,2017-06-16
2016-11-22,19.71,2017-05-26,2017-06-23
2016-11-22,19.71,2017-06-02,2017-06-23
2016-11-22,19.71,2017-06-02,2017-06-30
2016-11-22,19.71,2017-06-09,2017-06-30
2016-11-22,19.71,2017-06-09,2017-07-07
2016-11-22,19.71,2017-06-16,2017-07-07
2016-11-22,19.71,2017-06-16,2017-07-14
2016-11-22,19.71,2017-06-23,2017-07-14
2016-11-22,19.71,2017-06-23,2017-07-21
2016-11-22,19.71,2017-06-30,2017-07-21
2016-11-22,19.71,2017-06-30,2017-07-28
2016-11-22,20.95,2017-04-07,2017-05-05
2016-11-22,20.95,2017-04-14,2017-05-12
2016-11-22,23.54,2017-07-07,2017-07-28
2016-11-22,23.54,2017-07-07,2017-08-04
2016-11-22,23.54,2017-07-14,2017-08-04
2016-11-22,23.54,2017-07-14,2017-08-11
2016-11-22,23.54,2017-07-21,2017-08-11
2016-11-22,23.54,2017-07-21,2017-08-18
2016-11-22,23.54,2017-07-28,2017-08-18
2016-11-22,23.54,2017-07-28,2017-08-25
2016-11-22,23.54,2017-08-04,2017-08-25
2016-11-22,23.54,2017-08-04,2017-09-01
2016-11-22,23.54,2017-08-11,2017-09-01
2016-11-22,23.54,2017-08-11,2017-09-08
2016-11-22,23.54,2017-08-18,2017-09-08
2016-11-22,23.54,2017-08-18,2017-09-15
2016-11-23,3.31,2017-01-06,2017-01-27
2016-11-23,3.31,2017-01-13,2017-02-03
2016-11-23,3.31,2017-01-20,2017-02-10
2016-11-23,3.31,2017-01-27,2017-02-17
2016-11-23,3.31,2017-02-03,2017-02-24
2016-11-23,3.31,2017-02-10,2017-03-03
2016-11-23,3.31,2017-02-17,2017-03-10
2016-11-23,3.31,2017-02-24,2017-03-17
2016-11-23,3.31,2017-03-03,2017-03-24
2016-11-23,3.31,2017-03-10,2017-03-31
2016-11-23,3.31,2017-03-17,2017-04-07
2016-11-23,3.31,2017-03-24,2017-04-14
2016-11-23,3.31,2017-03-31,2017-04-21
2016-11-23,3.60,2017-01-06,2017-02-03
2016-11-23,3.60,2017-01-13,2017-02-10
2016-11-23,3.60,2017-01-20,2017-02-17
2016-11-23,3.60,2017-01-27,2017-02-24
2016-11-23,3.60,2017-02-03,2017-03-03
2016-11-23,3.60,2017-02-10,2017-03-10
2016-11-23,3.60,2017-02-17,2017-03-17
2016-11-23,3.60,2017-02-24,2017-03-24
2016-11-23,3.60,2017-03-03,2017-03-31
2016-11-23,3.60,2017-03-10,2017-04-07
2016-11-23,3.60,2017-03-17,2017-04-14
2016-11-23,3.60,2017-03-24,2017-04-21
2016-11-23,3.60,2017-03-31,2017-04-28
2016-11-23,8.77,2016-11-25,2016-12-16
2016-11-23,8.77,2016-11-25,2016-12-23
2016-11-23,8.77,2016-12-02,2016-12-23
2016-11-23,8.77,2016-12-02,2016-12-30
2016-11-23,8.77,2016-12-09,2016-12-30
2016-11-23,8.77,2016-12-09,2017-01-06
2016-11-23,8.77,2016-12-16,2017-01-06
2016-11-23,8.77,2016-12-16,2017-01-13
2016-11-23,14.06,2016-12-23,2017-01-13
2016-11-23,14.06,2016-12-30,2017-01-20
2016-11-23,15.28,2016-12-23,2017-01-20
2016-11-23,15.28,2016-12-30,2017-01-27
2016-11-23,17.14,2017-08-25,2017-09-15
2016-11-23,17.14,2017-08-25,2017-09-22
2016-11-23,17.14,2017-09-01,2017-09-22
2016-11-23,17.14,2017-09-01,2017-09-29
2016-11-23,17.14,2017-09-08,2017-09-29
2016-11-23,17.14,2017-09-08,2017-10-06
2016-11-23,17.14,2017-09-15,2017-10-06
2016-11-23,17.14,2017-09-15,2017-10-13
2016-11-23,17.14,2017-09-22,2017-10-13
